mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__C,param_classifier__gamma,param_preprocessing,param_classifier__max_iter,param_classifier__penalty,param_classifier__solver,param_classifier__max_depth,param_classifier__max_features,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.342420768737793,0.006586865372451364,0.07935316562652588,0.0016898916584962111,SVC(random_state=42),0.001,0.001,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 0.001, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5045025088846298,0.5162331095722857,0.5086149608498425,0.5173888337779661,0.4804345523013358,0.5303136828114918,0.543200007704828,0.4812242971752174,0.5361597210852251,0.468020148125319,0.5086091822288141,0.02402066918957344,467
0.339316201210022,0.004867006558885984,0.07986912727355958,0.001272915718505428,SVC(random_state=42),0.001,7.143785714285714,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 7.143785714285714, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.6250300969845228,0.6520547813273493,0.6479760379848023,0.6750488775028652,0.5934403020292591,0.6165018154501064,0.6383209253498473,0.6651481734742033,0.6446003602007107,0.6509809209195712,0.6409102291223238,0.02269391016548853,364
0.3889899730682373,0.009201308921111822,0.08741292953491211,0.0009989642595727899,SVC(random_state=42),0.001,14.286571428571428,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 14.286571428571428, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.6238165865685585,0.678058575955158,0.6414221186350897,0.6971809960416446,0.5956313625025281,0.6294074024135373,0.6464784120349414,0.6752077895811462,0.6426356290510542,0.656326145370843,0.6486165018154502,0.028063201382340523,363
0.5384252786636352,0.00716535507179315,0.10478577613830567,0.0015553718208050568,SVC(random_state=42),0.001,21.429357142857143,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 21.429357142857143, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.615288305034142,0.6532827382958847,0.6461172482206663,0.6768113569165278,0.5803420943648814,0.6010488197166549,0.6056235613641398,0.6372615114946404,0.6349211699781375,0.637410792537874,0.6288107597923549,0.026880480421291427,374
0.7193016767501831,0.05738207519764803,0.12025291919708252,0.010983435012714904,SVC(random_state=42),0.001,28.572142857142858,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 28.572142857142858, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5963055349558417,0.6370351821710281,0.5876424189307624,0.6454527068024002,0.5688330074833142,0.562173146748081,0.574134892276873,0.6276978936926352,0.5961899625352737,0.6146719187911124,0.6010136664387321,0.027680043186331584,393
0.8194629907608032,0.1340088603500004,0.12611935138702393,0.010545805722401467,SVC(random_state=42),0.001,35.714928571428565,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 35.714928571428565, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5979572574664598,0.6163669809594436,0.5670368194469859,0.6217844381735705,0.5714430179811424,0.5488341632075198,0.5566690102185282,0.6028835318931726,0.5710240679565832,0.5853020774142595,0.5839301364717665,0.023718654721074584,412
0.7259923458099365,0.06741232962436182,0.1287794828414917,0.01971923224716722,SVC(random_state=42),0.001,42.85771428571428,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 42.85771428571428, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5908977087767622,0.5974371815739038,0.5498694994751087,0.597302347083241,0.5573239206017471,0.5537267290115668,0.5478951372904045,0.5772938717723992,0.565149136577708,0.5664734038967167,0.5703368936059559,0.018282037670594282,431
0.6092754364013672,0.002669643805894898,0.11838669776916504,0.0007619229026390864,SVC(random_state=42),0.001,50.000499999999995,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 50.000499999999995, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5771782993518313,0.5760514682512929,0.5475580510637478,0.5932765744334544,0.5366075642149262,0.552739547919215,0.5338482726738643,0.5715874835068525,0.5519594340803806,0.5575935895830725,0.5598400285078637,0.018174610136557873,450
0.5757632255554199,0.06943133638879448,0.1271343231201172,0.03173748469377592,SVC(random_state=42),0.001,57.14328571428571,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 57.14328571428571, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5640271209946931,0.5690159971492136,0.5449335940133486,0.5822105151640647,0.5329477708969383,0.545598135431615,0.5308626518091899,0.5662952297483411,0.5471246544866176,0.5457907561325616,0.5528806425826585,0.015831885213045734,460
0.5501348495483398,0.04151610548694739,0.1179250955581665,0.0034096079634684797,SVC(random_state=42),0.001,64.28607142857143,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])",,,,,,,"{'classifier': SVC(random_state=42), 'classifier__C': 0.001, 'classifier__gamma': 64.28607142857143, 'preprocessing': ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', StandardScaler())]),
                                 Index(['credit_score', 'age', 'tenure', 'balance', 'num_of_products',
       'has_cr_card', 'is_active_member', 'estimated_salary',
       'credit_score_category', 'estimated_monthly_salary',
       'products_used_year'],
      dtype='object')),
                                ('cat',
                                 Pipeline(steps=[('encoder',
                                                  OneHotEncoder(drop='first',
                                                                sparse=False))]),
                                 Index(['geography', 'gender'], dtype='object'))])}",0.5442883146651771,0.5544827652627828,0.5459496682108427,0.5751654130269379,0.5233408134372202,0.5476880700368868,0.5291098034305747,0.5635889089000394,0.5426125145669405,0.5370939314848167,0.5463320203022219,0.014581284357830992,461
